// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\KIK-WebApiEgitimi-2\WebApiSolution\BenchMarkConsole\bin\Release\net7.0\b3b541f1-af02-4e09-9f3a-3bdf76df4e42
// command took 1.15 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\KIK-WebApiEgitimi-2\WebApiSolution\BenchMarkConsole\bin\Release\net7.0\b3b541f1-af02-4e09-9f3a-3bdf76df4e42
// command took 13.36 sec and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\KIK-WebApiEgitimi-2\WebApiSolution\BenchMarkConsole\bin\Release\net7.0\b3b541f1-af02-4e09-9f3a-3bdf76df4e42
// command took 2.4 sec and exited with 0
// ***** Done, took 00:00:16 (16.99 sec)   *****
// Found 5 benchmarks:
//   BenchMarkService.ToList: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   BenchMarkService.NoTrackingToList: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   BenchMarkService.ToListAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   BenchMarkService.NoTrackingToListAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   BenchMarkService.SqlQuery: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Yüksek performans)
// **************************
// Benchmark: BenchMarkService.ToList: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet b3b541f1-af02-4e09-9f3a-3bdf76df4e42.dll --anonymousPipes 1484 1480 --benchmarkName BenchMarkConsole.BenchMarkService.ToList --job ShortRun --benchmarkId 0 in C:\KIK-WebApiEgitimi-2\WebApiSolution\BenchMarkConsole\bin\Release\net7.0\b3b541f1-af02-4e09-9f3a-3bdf76df4e42\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.13.7
// Runtime=.NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadPilot   14: 15 op, 1173300.00 ns, 78.2200 us/op
WorkloadPilot   15: 16 op, 1308600.00 ns, 81.7875 us/op
WorkloadPilot   16: 32 op, 3015800.00 ns, 94.2438 us/op
WorkloadPilot   17: 64 op, 8261600.00 ns, 129.0875 us/op
WorkloadPilot   18: 128 op, 15185200.00 ns, 118.6344 us/op
WorkloadPilot   19: 256 op, 25306300.00 ns, 98.8527 us/op
WorkloadPilot   20: 512 op, 47595900.00 ns, 92.9607 us/op
WorkloadPilot   21: 1024 op, 88606700.00 ns, 86.5300 us/op
WorkloadPilot   22: 2048 op, 173094900.00 ns, 84.5190 us/op
WorkloadPilot   23: 4096 op, 328004900.00 ns, 80.0793 us/op
WorkloadPilot   24: 8192 op, 676672600.00 ns, 82.6016 us/op

WorkloadWarmup   1: 8192 op, 634712900.00 ns, 77.4796 us/op
WorkloadWarmup   2: 8192 op, 636867100.00 ns, 77.7426 us/op
WorkloadWarmup   3: 8192 op, 602664400.00 ns, 73.5674 us/op

// BeforeActualRun
WorkloadActual   1: 8192 op, 601969300.00 ns, 73.4826 us/op
WorkloadActual   2: 8192 op, 643431600.00 ns, 78.5439 us/op
WorkloadActual   3: 8192 op, 612295600.00 ns, 74.7431 us/op

// AfterActualRun
WorkloadResult   1: 8192 op, 601969300.00 ns, 73.4826 us/op
WorkloadResult   2: 8192 op, 643431600.00 ns, 78.5439 us/op
WorkloadResult   3: 8192 op, 612295600.00 ns, 74.7431 us/op

// AfterAll
// Benchmark Process 19320 has exited with code 0.

Mean = 75.590 μs, StdErr = 1.521 μs (2.01%), N = 3, StdDev = 2.635 μs
Min = 73.483 μs, Q1 = 74.113 μs, Median = 74.743 μs, Q3 = 76.644 μs, Max = 78.544 μs
IQR = 2.531 μs, LowerFence = 70.317 μs, UpperFence = 80.439 μs
ConfidenceInterval = [27.522 μs; 123.658 μs] (CI 99.9%), Margin = 48.068 μs (63.59% of Mean)
Skewness = 0.29, Kurtosis = 0.67, MValue = 2

// ** Remained 0 (%0,0) benchmark(s) to run. Estimated finish 2023-08-22 16:24 (0h 0m from now) **
Successfully reverted power plan (GUID: 653fbb7f-248b-41d0-aa49-03fabbfd5e8e FriendlyName: Gaming)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchMarkConsole.BenchMarkService-report.csv
  BenchmarkDotNet.Artifacts\results\BenchMarkConsole.BenchMarkService-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchMarkConsole.BenchMarkService-report.html

// * Detailed results *
BenchMarkService.ToList: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 241.239 μs, StdErr = 2.057 μs (0.85%), N = 3, StdDev = 3.564 μs
Min = 237.145 μs, Q1 = 240.040 μs, Median = 242.935 μs, Q3 = 243.287 μs, Max = 243.639 μs
IQR = 3.247 μs, LowerFence = 235.169 μs, UpperFence = 248.157 μs
ConfidenceInterval = [176.225 μs; 306.254 μs] (CI 99.9%), Margin = 65.015 μs (26.95% of Mean)
Skewness = -0.37, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[233.901 μs ; 240.044 μs) | @
[240.044 μs ; 246.882 μs) | @@
---------------------------------------------------

BenchMarkService.NoTrackingToList: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 225.344 μs, StdErr = 3.863 μs (1.71%), N = 3, StdDev = 6.691 μs
Min = 218.734 μs, Q1 = 221.959 μs, Median = 225.185 μs, Q3 = 228.649 μs, Max = 232.113 μs
IQR = 6.689 μs, LowerFence = 211.925 μs, UpperFence = 238.683 μs
ConfidenceInterval = [103.278 μs; 347.409 μs] (CI 99.9%), Margin = 122.066 μs (54.17% of Mean)
Skewness = 0.02, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[215.870 μs ; 228.048 μs) | @@
[228.048 μs ; 238.202 μs) | @
---------------------------------------------------

BenchMarkService.ToListAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 254.628 μs, StdErr = 0.718 μs (0.28%), N = 3, StdDev = 1.243 μs
Min = 253.219 μs, Q1 = 254.157 μs, Median = 255.096 μs, Q3 = 255.332 μs, Max = 255.568 μs
IQR = 1.175 μs, LowerFence = 252.395 μs, UpperFence = 257.095 μs
ConfidenceInterval = [231.952 μs; 277.303 μs] (CI 99.9%), Margin = 22.675 μs (8.91% of Mean)
Skewness = -0.32, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[252.088 μs ; 256.700 μs) | @@@
---------------------------------------------------

BenchMarkService.NoTrackingToListAsync: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 267.409 μs, StdErr = 3.037 μs (1.14%), N = 3, StdDev = 5.260 μs
Min = 262.492 μs, Q1 = 264.636 μs, Median = 266.780 μs, Q3 = 269.868 μs, Max = 272.956 μs
IQR = 5.232 μs, LowerFence = 256.788 μs, UpperFence = 277.715 μs
ConfidenceInterval = [171.447 μs; 363.371 μs] (CI 99.9%), Margin = 95.962 μs (35.89% of Mean)
Skewness = 0.12, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[259.849 μs ; 269.423 μs) | @@
[269.423 μs ; 277.742 μs) | @
---------------------------------------------------

BenchMarkService.SqlQuery: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
Runtime = .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 75.590 μs, StdErr = 1.521 μs (2.01%), N = 3, StdDev = 2.635 μs
Min = 73.483 μs, Q1 = 74.113 μs, Median = 74.743 μs, Q3 = 76.644 μs, Max = 78.544 μs
IQR = 2.531 μs, LowerFence = 70.317 μs, UpperFence = 80.439 μs
ConfidenceInterval = [27.522 μs; 123.658 μs] (CI 99.9%), Margin = 48.068 μs (63.59% of Mean)
Skewness = 0.29, Kurtosis = 0.67, MValue = 2
-------------------- Histogram --------------------
[71.715 μs ; 76.511 μs) | @@
[76.511 μs ; 80.942 μs) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.13.7, Windows 11 (10.0.22621.2134/22H2/2022Update/SunValley2)
11th Gen Intel Core i7-11800H 2.30GHz, 1 CPU, 16 logical and 8 physical cores
.NET SDK 7.0.400
  [Host]   : .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2
  ShortRun : .NET 7.0.10 (7.0.1023.36312), X64 RyuJIT AVX2

Job=ShortRun  IterationCount=3  LaunchCount=1  
WarmupCount=3  

|                Method |      Mean |     Error |   StdDev |        Ratio | RatioSD |
|---------------------- |----------:|----------:|---------:|-------------:|--------:|
|                ToList | 241.24 μs |  65.01 μs | 3.564 μs |     baseline |         |
|      NoTrackingToList | 225.34 μs | 122.07 μs | 6.691 μs | 1.07x faster |   0.05x |
|           ToListAsync | 254.63 μs |  22.68 μs | 1.243 μs | 1.06x slower |   0.01x |
| NoTrackingToListAsync | 267.41 μs |  95.96 μs | 5.260 μs | 1.11x slower |   0.02x |
|              SqlQuery |  75.59 μs |  48.07 μs | 2.635 μs | 3.19x faster |   0.08x |

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 μs    : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
Run time: 00:00:32 (32.49 sec), executed benchmarks: 5

Global total time: 00:00:49 (49.71 sec), executed benchmarks: 5
// * Artifacts cleanup *
Artifacts cleanup is finished
